onset,rime,vq,F0,gender,group,df1,df2,choice,RT,pcp
f,a,creaky,1,male,G4,p>f,2,1,11433,720828
sh,a,modal,1,male,G2,p>f,2,0,3720,720828
sh,a,modal,2,male,G2,p>f,3,1,4156,720828
sh,a,modal,5,male,G2,p>f,6,1,1971,720828
sh,a,creaky,3,male,G4,p>f,4,1,1924,720828
z,ao,modal,-3,male,G1,p<f,-2,0,1184,720828
z,ao,modal,-4,male,G1,p<f,-3,0,1492,720828
z,ao,modal,3,male,G2,p>f,4,1,10576,720828
z,ao,modal,4,male,G2,p>f,5,1,5028,720828
zh,ao,modal,-5,male,G1,p<f,-4,0,1309,720828
zh,ao,modal,-7,male,G1,p<f,-6,0,1627,720828
zh,ao,creaky,-3,male,G3,p<f,-2,0,1817,720828
zh,ao,creaky,2,male,G4,p>f,3,1,4355,720828
b,ao,modal,4,female,G1,p<f,-5,0,1637,720828
b,ao,modal,6,female,G1,p<f,-3,0,1155,720828
b,ao,creaky,11,female,G4,p>f,2,0,3158,720828
b,ao,creaky,3,female,G3,p<f,-6,0,1594,720828
d,ao,modal,10,female,G2,p>f,1,0,2194,720828
d,ao,modal,12,female,G2,p>f,3,0,2017,720828
d,ao,creaky,13,female,G4,p>f,4,0,2627,720828
d,ao,creaky,4,female,G3,p<f,-5,0,1321,720828
f,a,modal,3,female,G1,p<f,-6,0,1672,720828
f,a,modal,5,female,G1,p<f,-4,0,1954,720828
f,a,modal,8,female,G1,p<f,-1,0,1678,720828
f,a,creaky,8,female,G3,p<f,-1,0,1494,720828
sh,a,modal,13,female,G2,p>f,4,1,2844,720828
sh,a,modal,7,female,G1,p<f,-2,0,1302,720828
sh,a,creaky,14,female,G4,p>f,5,1,2052,720828
sh,a,creaky,15,female,G4,p>f,6,1,1745,720828
z,ao,creaky,10,female,G4,p>f,1,0,1329,720828
z,ao,creaky,12,female,G4,p>f,3,0,8066,720828
z,ao,creaky,5,female,G3,p<f,-4,0,1354,720828
z,ao,creaky,6,female,G3,p<f,-3,0,1216,720828
zh,ao,modal,11,female,G2,p>f,2,0,1832,720828
zh,ao,modal,14,female,G2,p>f,5,1,2110,720828
zh,ao,modal,15,female,G2,p>f,6,1,1850,720828
zh,ao,creaky,7,female,G3,p<f,-2,0,1202,720828
b,ao,modal,2,male,G2,p>f,3,1,4820,720828
b,ao,modal,3,male,G2,p>f,4,1,1965,720828
b,ao,creaky,-7,male,G3,p<f,-6,0,1354,720828
b,ao,creaky,2,male,G4,p>f,3,0,1373,720828
d,ao,modal,-5,male,G1,p<f,-4,0,1846,720828
d,ao,creaky,-5,male,G3,p<f,-4,0,1323,720828
d,ao,creaky,1,male,G4,p>f,2,1,8563,720828
d,ao,creaky,3,male,G4,p>f,4,1,7228,720828
f,a,modal,-3,male,G1,p<f,-2,0,1061,720828
f,a,modal,-7,male,G1,p<f,-6,0,1381,720828
f,a,modal,1,male,G2,p>f,2,0,2134,720828
f,a,creaky,-4,male,G3,p<f,-3,0,1358,720828
sh,a,modal,-4,male,G1,p<f,-3,0,1288,720828
sh,a,modal,0,male,G2,p>f,1,0,1778,720828
sh,a,creaky,-2,male,G3,p<f,-1,0,1385,720828
sh,a,creaky,-3,male,G3,p<f,-2,0,2304,720828
z,ao,modal,-6,male,G1,p<f,-5,0,1647,720828
z,ao,modal,5,male,G2,p>f,6,1,2328,720828
z,ao,creaky,0,male,G4,p>f,1,0,1679,720828
z,ao,creaky,4,male,G4,p>f,5,0,1370,720828
zh,ao,modal,-2,male,G1,p<f,-1,0,1189,720828
zh,ao,modal,4,male,G2,p>f,5,1,2010,720828
zh,ao,creaky,-6,male,G3,p<f,-5,0,1327,720828
zh,ao,creaky,5,male,G4,p>f,6,1,2047,720828
b,ao,modal,7,female,G1,p<f,-2,0,1668,723496
b,ao,creaky,14,female,G4,p>f,5,1,1577,723496
b,ao,creaky,4,female,G3,p<f,-5,0,1266,723496
b,ao,creaky,8,female,G3,p<f,-1,0,1266,723496
d,ao,modal,11,female,G2,p>f,2,0,1607,723496
d,ao,modal,15,female,G2,p>f,6,1,1820,723496
d,ao,modal,5,female,G1,p<f,-4,0,1512,723496
d,ao,creaky,12,female,G4,p>f,3,0,1999,723496
f,a,modal,13,female,G2,p>f,4,1,1137,723496
f,a,modal,4,female,G1,p<f,-5,0,1536,723496
f,a,creaky,13,female,G4,p>f,4,1,1227,723496
f,a,creaky,15,female,G4,p>f,6,1,1255,723496
sh,a,modal,14,female,G2,p>f,5,1,1126,723496
sh,a,modal,3,female,G1,p<f,-6,0,1785,723496
sh,a,creaky,5,female,G3,p<f,-4,0,1728,723496
sh,a,creaky,6,female,G3,p<f,-3,0,1554,723496
z,ao,modal,10,female,G2,p>f,1,0,1592,723496
z,ao,modal,6,female,G1,p<f,-3,0,2587,723496
z,ao,creaky,11,female,G4,p>f,2,0,1571,723496
z,ao,creaky,7,female,G3,p<f,-2,0,1425,723496
zh,ao,modal,12,female,G2,p>f,3,0,1899,723496
zh,ao,modal,8,female,G1,p<f,-1,0,1316,723496
zh,ao,creaky,10,female,G4,p>f,1,0,1751,723496
zh,ao,creaky,3,female,G3,p<f,-6,0,2010,723496
b,ao,modal,-2,male,G1,p<f,-1,0,1996,723496
b,ao,modal,-5,male,G1,p<f,-4,0,1242,723496
b,ao,modal,1,male,G2,p>f,2,0,1496,723496
b,ao,modal,5,male,G2,p>f,6,1,1151,723496
d,ao,modal,-4,male,G1,p<f,-3,0,1354,723496
d,ao,modal,0,male,G2,p>f,1,0,1769,723496
d,ao,creaky,-6,male,G3,p<f,-5,0,1496,723496
d,ao,creaky,0,male,G4,p>f,1,0,1306,723496
f,a,modal,3,male,G2,p>f,4,1,1236,723496
f,a,modal,4,male,G2,p>f,5,1,1309,723496
f,a,creaky,-2,male,G3,p<f,-1,0,1067,723496
f,a,creaky,2,male,G4,p>f,3,0,1660,723496
sh,a,modal,-3,male,G1,p<f,-2,0,2226,723496
sh,a,modal,-7,male,G1,p<f,-6,0,1427,723496
sh,a,creaky,1,male,G4,p>f,2,0,1431,723496
sh,a,creaky,4,male,G4,p>f,5,1,1610,723496
z,ao,modal,2,male,G2,p>f,3,0,2606,723496
z,ao,creaky,-3,male,G3,p<f,-2,0,1392,723496
z,ao,creaky,-5,male,G3,p<f,-4,0,1201,723496
z,ao,creaky,5,male,G4,p>f,6,1,1802,723496
zh,ao,modal,-6,male,G1,p<f,-5,0,1626,723496
zh,ao,creaky,-4,male,G3,p<f,-3,0,1421,723496
zh,ao,creaky,-7,male,G3,p<f,-6,0,1240,723496
zh,ao,creaky,3,male,G4,p>f,4,1,1524,723496
b,ao,modal,12,female,G2,p>f,3,0,1967,723496
b,ao,creaky,10,female,G4,p>f,1,0,1805,723496
b,ao,creaky,13,female,G4,p>f,4,1,1939,723496
b,ao,creaky,6,female,G3,p<f,-3,0,1352,723496
d,ao,modal,14,female,G2,p>f,5,1,1830,723496
d,ao,modal,8,female,G1,p<f,-1,0,1197,723496
d,ao,creaky,11,female,G4,p>f,2,0,1566,723496
d,ao,creaky,14,female,G4,p>f,5,1,1712,723496
f,a,modal,15,female,G2,p>f,6,1,1149,723496
f,a,modal,7,female,G1,p<f,-2,0,1585,723496
f,a,creaky,12,female,G4,p>f,3,1,2295,723496
f,a,creaky,5,female,G3,p<f,-4,0,1793,723496
sh,a,modal,11,female,G2,p>f,2,0,1998,723496
sh,a,modal,4,female,G1,p<f,-5,0,1706,723496
sh,a,creaky,3,female,G3,p<f,-6,0,1720,723496
sh,a,creaky,7,female,G3,p<f,-2,0,1610,723496
z,ao,modal,13,female,G2,p>f,4,1,2257,723496
z,ao,modal,5,female,G1,p<f,-4,0,2074,723496
z,ao,creaky,15,female,G4,p>f,6,1,1600,723496
z,ao,creaky,8,female,G3,p<f,-1,0,1501,723496
zh,ao,modal,10,female,G2,p>f,1,0,1552,723496
zh,ao,modal,3,female,G1,p<f,-6,0,1688,723496
zh,ao,modal,6,female,G1,p<f,-3,0,1682,723496
zh,ao,creaky,4,female,G3,p<f,-5,0,1652,723496
b,ao,modal,4,male,G2,p>f,5,1,1376,723496
b,ao,creaky,-3,male,G3,p<f,-2,0,1867,723496
b,ao,creaky,1,male,G4,p>f,2,0,1416,723496
b,ao,creaky,5,male,G4,p>f,6,1,1591,723496
d,ao,modal,-3,male,G1,p<f,-2,0,1449,723496
d,ao,modal,-6,male,G1,p<f,-5,0,1561,723496
d,ao,modal,-7,male,G1,p<f,-6,0,2056,723496
d,ao,creaky,2,male,G4,p>f,3,0,2864,723496
f,a,modal,-2,male,G1,p<f,-1,0,1455,723496
f,a,modal,5,male,G2,p>f,6,1,2498,723496
f,a,creaky,-6,male,G3,p<f,-5,0,1864,723496
f,a,creaky,3,male,G4,p>f,4,1,2664,723496
sh,a,modal,-5,male,G1,p<f,-4,0,1462,723496
sh,a,modal,3,male,G2,p>f,4,1,1787,723496
sh,a,creaky,-4,male,G3,p<f,-3,0,1371,723496
sh,a,creaky,0,male,G4,p>f,1,0,1937,723496
z,ao,modal,0,male,G2,p>f,1,0,1726,723496
z,ao,modal,1,male,G2,p>f,2,0,1381,723496
z,ao,creaky,-2,male,G3,p<f,-1,0,1118,723496
z,ao,creaky,-7,male,G3,p<f,-6,0,1061,723496
zh,ao,modal,-4,male,G1,p<f,-3,0,1406,723496
zh,ao,modal,2,male,G2,p>f,3,0,1900,723496
zh,ao,creaky,-5,male,G3,p<f,-4,0,1569,723496
zh,ao,creaky,4,male,G4,p>f,5,1,1586,723496
b,ao,modal,11,female,G2,p>f,2,0,1397,723496
b,ao,modal,13,female,G2,p>f,4,0,1970,723496
b,ao,modal,8,female,G1,p<f,-1,0,1263,723496
b,ao,creaky,7,female,G3,p<f,-2,0,1199,723496
d,ao,modal,4,female,G1,p<f,-5,0,1536,723496
d,ao,creaky,10,female,G4,p>f,1,0,1730,723496
d,ao,creaky,5,female,G3,p<f,-4,0,1209,723496
d,ao,creaky,6,female,G3,p<f,-3,0,1083,723496
f,a,modal,12,female,G2,p>f,3,0,1709,723496
f,a,modal,6,female,G1,p<f,-3,0,1678,723496
f,a,creaky,11,female,G4,p>f,2,1,1790,723496
f,a,creaky,3,female,G3,p<f,-6,0,1389,723496
sh,a,modal,10,female,G2,p>f,1,0,1359,723496
sh,a,modal,15,female,G2,p>f,6,1,928,723496
sh,a,creaky,12,female,G4,p>f,3,1,2223,723496
sh,a,creaky,13,female,G4,p>f,4,1,1670,723496
z,ao,modal,14,female,G2,p>f,5,1,1408,723496
z,ao,modal,3,female,G1,p<f,-6,0,1485,723496
z,ao,creaky,14,female,G4,p>f,5,1,1136,723496
z,ao,creaky,4,female,G3,p<f,-5,0,1226,723496
zh,ao,modal,5,female,G1,p<f,-4,0,1255,723496
zh,ao,modal,7,female,G1,p<f,-2,0,1616,723496
zh,ao,creaky,15,female,G4,p>f,6,1,1518,723496
zh,ao,creaky,8,female,G3,p<f,-1,0,1018,723496
b,ao,modal,-3,male,G1,p<f,-2,0,1014,723496
b,ao,creaky,-2,male,G3,p<f,-1,0,1588,723496
b,ao,creaky,-4,male,G3,p<f,-3,0,1089,723496
b,ao,creaky,3,male,G4,p>f,4,0,1643,723496
d,ao,modal,1,male,G2,p>f,2,0,1703,723496
d,ao,modal,2,male,G2,p>f,3,0,1260,723496
d,ao,modal,5,male,G2,p>f,6,1,1121,723496
d,ao,creaky,-7,male,G3,p<f,-6,0,1356,723496
f,a,modal,-4,male,G1,p<f,-3,0,1371,723496
f,a,creaky,-3,male,G3,p<f,-2,0,2117,723496
f,a,creaky,4,male,G4,p>f,5,1,1574,723496
f,a,creaky,5,male,G4,p>f,6,1,2159,723496
sh,a,modal,-2,male,G1,p<f,-1,0,1285,723496
sh,a,modal,-6,male,G1,p<f,-5,0,1312,723496
sh,a,modal,4,male,G2,p>f,5,1,1107,723496
sh,a,creaky,-5,male,G3,p<f,-4,0,1124,723496
z,ao,modal,-5,male,G1,p<f,-4,0,1591,723496
z,ao,modal,-7,male,G1,p<f,-6,0,1216,723496
z,ao,creaky,-6,male,G3,p<f,-5,0,1395,723496
z,ao,creaky,2,male,G4,p>f,3,0,1452,723496
zh,ao,modal,0,male,G2,p>f,1,0,2141,723496
zh,ao,modal,3,male,G2,p>f,4,0,2493,723496
zh,ao,creaky,0,male,G4,p>f,1,0,1298,723496
zh,ao,creaky,1,male,G4,p>f,2,0,1061,723496
b,ao,modal,15,female,G2,p>f,6,1,1343,723496
b,ao,modal,3,female,G1,p<f,-6,0,1219,723496
b,ao,creaky,12,female,G4,p>f,3,1,1901,723496
b,ao,creaky,5,female,G3,p<f,-4,0,2665,723496
d,ao,modal,13,female,G2,p>f,4,0,1633,723496
d,ao,modal,6,female,G1,p<f,-3,0,1507,723496
d,ao,creaky,15,female,G4,p>f,6,1,1218,723496
d,ao,creaky,7,female,G3,p<f,-2,0,1962,723496
f,a,modal,10,female,G2,p>f,1,0,1524,723496
f,a,modal,14,female,G2,p>f,5,1,1266,723496
f,a,creaky,10,female,G4,p>f,1,0,1339,723496
f,a,creaky,6,female,G3,p<f,-3,0,1514,723496
sh,a,modal,12,female,G2,p>f,3,0,1862,723496
sh,a,modal,5,female,G1,p<f,-4,0,2037,723496
sh,a,creaky,4,female,G3,p<f,-5,0,1273,723496
sh,a,creaky,8,female,G3,p<f,-1,0,1398,723496
z,ao,modal,11,female,G2,p>f,2,0,3176,723496
z,ao,modal,7,female,G1,p<f,-2,0,1836,723496
z,ao,modal,8,female,G1,p<f,-1,0,1479,723496
z,ao,creaky,3,female,G3,p<f,-6,0,1223,723496
zh,ao,modal,4,female,G1,p<f,-5,0,1546,723496
zh,ao,creaky,11,female,G4,p>f,2,0,1415,723496
zh,ao,creaky,13,female,G4,p>f,4,1,1276,723496
zh,ao,creaky,14,female,G4,p>f,5,1,1306,723496
b,ao,modal,-4,male,G1,p<f,-3,0,1018,723496
b,ao,modal,-6,male,G1,p<f,-5,0,1136,723496
b,ao,modal,-7,male,G1,p<f,-6,0,1121,723496
b,ao,creaky,0,male,G4,p>f,1,0,1438,723496
d,ao,modal,3,male,G2,p>f,4,0,3870,723496
d,ao,modal,4,male,G2,p>f,5,1,1544,723496
d,ao,creaky,-3,male,G3,p<f,-2,0,2269,723496
d,ao,creaky,4,male,G4,p>f,5,1,1477,723496
f,a,modal,-5,male,G1,p<f,-4,0,1091,723496
f,a,modal,0,male,G2,p>f,1,0,1367,723496
f,a,modal,2,male,G2,p>f,3,0,1422,723496
f,a,creaky,-5,male,G3,p<f,-4,0,1214,723496
sh,a,creaky,-6,male,G3,p<f,-5,0,1726,723496
sh,a,creaky,-7,male,G3,p<f,-6,0,1157,723496
sh,a,creaky,2,male,G4,p>f,3,0,1891,723496
sh,a,creaky,5,male,G4,p>f,6,1,1484,723496
z,ao,modal,-2,male,G1,p<f,-1,0,1190,723496
z,ao,creaky,-4,male,G3,p<f,-3,0,1143,723496
z,ao,creaky,1,male,G4,p>f,2,0,1512,723496
z,ao,creaky,3,male,G4,p>f,4,0,2248,723496
zh,ao,modal,-3,male,G1,p<f,-2,0,1634,723496
zh,ao,modal,1,male,G2,p>f,2,0,1282,723496
zh,ao,modal,5,male,G2,p>f,6,1,1402,723496
zh,ao,creaky,-2,male,G3,p<f,-1,0,1299,723496
b,ao,modal,10,female,G2,p>f,1,0,1159,723496
b,ao,modal,14,female,G2,p>f,5,1,1219,723496
b,ao,modal,5,female,G1,p<f,-4,1,2870,723496
b,ao,creaky,15,female,G4,p>f,6,1,993,723496
d,ao,modal,3,female,G1,p<f,-6,0,1401,723496
d,ao,modal,7,female,G1,p<f,-2,0,1141,723496
d,ao,creaky,3,female,G3,p<f,-6,0,1407,723496
d,ao,creaky,8,female,G3,p<f,-1,0,1479,723496
f,a,modal,11,female,G2,p>f,2,0,1383,723496
f,a,creaky,14,female,G4,p>f,5,1,1222,723496
f,a,creaky,4,female,G3,p<f,-5,0,1446,723496
f,a,creaky,7,female,G3,p<f,-2,0,1450,723496
sh,a,modal,6,female,G1,p<f,-3,0,1717,723496
sh,a,modal,8,female,G1,p<f,-1,0,1544,723496
sh,a,creaky,10,female,G4,p>f,1,0,1974,723496
sh,a,creaky,11,female,G4,p>f,2,0,1930,723496
z,ao,modal,12,female,G2,p>f,3,0,1851,723496
z,ao,modal,15,female,G2,p>f,6,1,1609,723496
z,ao,modal,4,female,G1,p<f,-5,0,1582,723496
z,ao,creaky,13,female,G4,p>f,4,1,1224,723496
zh,ao,modal,13,female,G2,p>f,4,1,1253,723496
zh,ao,creaky,12,female,G4,p>f,3,0,2057,723496
zh,ao,creaky,5,female,G3,p<f,-4,0,1283,723496
zh,ao,creaky,6,female,G3,p<f,-3,0,1499,723496
b,ao,modal,0,male,G2,p>f,1,0,1458,723496
b,ao,creaky,-5,male,G3,p<f,-4,0,1134,723496
b,ao,creaky,-6,male,G3,p<f,-5,0,1271,723496
b,ao,creaky,4,male,G4,p>f,5,1,1739,723496
d,ao,modal,-2,male,G1,p<f,-1,0,1707,723496
d,ao,creaky,-2,male,G3,p<f,-1,0,1428,723496
d,ao,creaky,-4,male,G3,p<f,-3,0,1249,723496
d,ao,creaky,5,male,G4,p>f,6,1,1626,723496
f,a,modal,-6,male,G1,p<f,-5,0,1298,723496
f,a,creaky,-7,male,G3,p<f,-6,0,1859,723496
f,a,creaky,0,male,G4,p>f,1,0,1242,723496
f,a,creaky,1,male,G4,p>f,2,0,2232,723496
sh,a,modal,1,male,G2,p>f,2,0,1708,723496
sh,a,modal,2,male,G2,p>f,3,0,1761,723496
sh,a,modal,5,male,G2,p>f,6,1,1666,723496
sh,a,creaky,3,male,G4,p>f,4,1,1761,723496
z,ao,modal,-3,male,G1,p<f,-2,0,1540,723496
z,ao,modal,-4,male,G1,p<f,-3,0,1057,723496
z,ao,modal,3,male,G2,p>f,4,0,2475,723496
z,ao,modal,4,male,G2,p>f,5,1,1349,723496
zh,ao,modal,-5,male,G1,p<f,-4,0,953,723496
zh,ao,modal,-7,male,G1,p<f,-6,0,1412,723496
zh,ao,creaky,-3,male,G3,p<f,-2,0,1389,723496
zh,ao,creaky,2,male,G4,p>f,3,1,2198,723496
b,ao,modal,4,female,G1,p<f,-5,0,1109,723496
b,ao,modal,6,female,G1,p<f,-3,0,1248,723496
b,ao,creaky,11,female,G4,p>f,2,0,1618,723496
b,ao,creaky,3,female,G3,p<f,-6,0,1136,723496
d,ao,modal,10,female,G2,p>f,1,0,1784,723496
d,ao,modal,12,female,G2,p>f,3,0,2285,723496
d,ao,creaky,13,female,G4,p>f,4,1,1205,723496
d,ao,creaky,4,female,G3,p<f,-5,0,1368,723496
f,a,modal,3,female,G1,p<f,-6,0,1233,723496
f,a,modal,5,female,G1,p<f,-4,0,1623,723496
f,a,modal,8,female,G1,p<f,-1,0,1663,723496
f,a,creaky,8,female,G3,p<f,-1,0,1521,723496
sh,a,modal,13,female,G2,p>f,4,1,1290,723496
sh,a,modal,7,female,G1,p<f,-2,0,1294,723496
sh,a,creaky,14,female,G4,p>f,5,1,1181,723496
sh,a,creaky,15,female,G4,p>f,6,1,1097,723496
z,ao,creaky,10,female,G4,p>f,1,0,1299,723496
z,ao,creaky,12,female,G4,p>f,3,1,1322,723496
z,ao,creaky,5,female,G3,p<f,-4,0,1244,723496
z,ao,creaky,6,female,G3,p<f,-3,0,1391,723496
zh,ao,modal,11,female,G2,p>f,2,0,1432,723496
zh,ao,modal,14,female,G2,p>f,5,1,1790,723496
zh,ao,modal,15,female,G2,p>f,6,1,1623,723496
zh,ao,creaky,7,female,G3,p<f,-2,0,1447,723496
b,ao,modal,2,male,G2,p>f,3,0,1888,723496
b,ao,modal,3,male,G2,p>f,4,0,2803,723496
b,ao,creaky,-7,male,G3,p<f,-6,0,1170,723496
b,ao,creaky,2,male,G4,p>f,3,0,2063,723496
d,ao,modal,-5,male,G1,p<f,-4,0,1304,723496
d,ao,creaky,-5,male,G3,p<f,-4,0,1371,723496
d,ao,creaky,1,male,G4,p>f,2,1,1778,723496
d,ao,creaky,3,male,G4,p>f,4,1,1550,723496
f,a,modal,-3,male,G1,p<f,-2,0,1141,723496
f,a,modal,-7,male,G1,p<f,-6,0,1214,723496
f,a,modal,1,male,G2,p>f,2,0,1950,723496
f,a,creaky,-4,male,G3,p<f,-3,0,1997,723496
sh,a,modal,-4,male,G1,p<f,-3,0,1334,723496
sh,a,modal,0,male,G2,p>f,1,0,1557,723496
sh,a,creaky,-2,male,G3,p<f,-1,0,1238,723496
sh,a,creaky,-3,male,G3,p<f,-2,0,1078,723496
z,ao,modal,-6,male,G1,p<f,-5,0,1135,723496
z,ao,modal,5,male,G2,p>f,6,1,1259,723496
z,ao,creaky,0,male,G4,p>f,1,0,3042,723496
z,ao,creaky,4,male,G4,p>f,5,1,1703,723496
zh,ao,modal,-2,male,G1,p<f,-1,0,1306,723496
zh,ao,modal,4,male,G2,p>f,5,1,1418,723496
zh,ao,creaky,-6,male,G3,p<f,-5,0,1049,723496
zh,ao,creaky,5,male,G4,p>f,6,1,1599,723496
b,ao,modal,7,female,G1,p<f,-2,1,886,725115
b,ao,creaky,14,female,G4,p>f,5,1,1023,725115
b,ao,creaky,4,female,G3,p<f,-5,0,1258,725115
b,ao,creaky,8,female,G3,p<f,-1,0,1280,725115
d,ao,modal,11,female,G2,p>f,2,0,1506,725115
d,ao,modal,15,female,G2,p>f,6,1,1567,725115
d,ao,modal,5,female,G1,p<f,-4,0,1583,725115
d,ao,creaky,12,female,G4,p>f,3,0,1588,725115
f,a,modal,13,female,G2,p>f,4,1,1481,725115
f,a,modal,4,female,G1,p<f,-5,0,2055,725115
f,a,creaky,13,female,G4,p>f,4,1,1007,725115
f,a,creaky,15,female,G4,p>f,6,1,1165,725115
sh,a,modal,14,female,G2,p>f,5,1,1047,725115
sh,a,modal,3,female,G1,p<f,-6,0,2394,725115
sh,a,creaky,5,female,G3,p<f,-4,0,1200,725115
sh,a,creaky,6,female,G3,p<f,-3,0,1903,725115
z,ao,modal,10,female,G2,p>f,1,0,1706,725115
z,ao,modal,6,female,G1,p<f,-3,0,2808,725115
z,ao,creaky,11,female,G4,p>f,2,0,1886,725115
z,ao,creaky,7,female,G3,p<f,-2,0,1497,725115
zh,ao,modal,12,female,G2,p>f,3,0,2202,725115
zh,ao,modal,8,female,G1,p<f,-1,0,1547,725115
zh,ao,creaky,10,female,G4,p>f,1,0,1496,725115
zh,ao,creaky,3,female,G3,p<f,-6,0,1237,725115
b,ao,modal,-2,male,G1,p<f,-1,0,1397,725115
b,ao,modal,-5,male,G1,p<f,-4,0,1120,725115
b,ao,modal,1,male,G2,p>f,2,1,1386,725115
b,ao,modal,5,male,G2,p>f,6,1,1293,725115
d,ao,modal,-4,male,G1,p<f,-3,0,1219,725115
d,ao,modal,0,male,G2,p>f,1,0,1658,725115
d,ao,creaky,-6,male,G3,p<f,-5,0,1168,725115
d,ao,creaky,0,male,G4,p>f,1,0,1398,725115
f,a,modal,3,male,G2,p>f,4,1,1649,725115
f,a,modal,4,male,G2,p>f,5,1,1505,725115
f,a,creaky,-2,male,G3,p<f,-1,0,1212,725115
f,a,creaky,2,male,G4,p>f,3,1,1325,725115
sh,a,modal,-3,male,G1,p<f,-2,0,1157,725115
sh,a,modal,-7,male,G1,p<f,-6,0,1438,725115
sh,a,creaky,1,male,G4,p>f,2,1,2262,725115
sh,a,creaky,4,male,G4,p>f,5,1,1648,725115
z,ao,modal,2,male,G2,p>f,3,1,1202,725115
z,ao,creaky,-3,male,G3,p<f,-2,0,1579,725115
z,ao,creaky,-5,male,G3,p<f,-4,0,1252,725115
z,ao,creaky,5,male,G4,p>f,6,1,1428,725115
zh,ao,modal,-6,male,G1,p<f,-5,0,1236,725115
zh,ao,creaky,-4,male,G3,p<f,-3,0,1162,725115
zh,ao,creaky,-7,male,G3,p<f,-6,0,1524,725115
zh,ao,creaky,3,male,G4,p>f,4,1,1917,725115
b,ao,modal,12,female,G2,p>f,3,1,1832,725115
b,ao,creaky,10,female,G4,p>f,1,0,1561,725115
b,ao,creaky,13,female,G4,p>f,4,1,2261,725115
b,ao,creaky,6,female,G3,p<f,-3,0,1142,725115
d,ao,modal,14,female,G2,p>f,5,1,1586,725115
d,ao,modal,8,female,G1,p<f,-1,0,1667,725115
d,ao,creaky,11,female,G4,p>f,2,0,978,725115
d,ao,creaky,14,female,G4,p>f,5,1,2471,725115
f,a,modal,15,female,G2,p>f,6,1,1089,725115
f,a,modal,7,female,G1,p<f,-2,1,1248,725115
f,a,creaky,12,female,G4,p>f,3,0,1479,725115
f,a,creaky,5,female,G3,p<f,-4,0,1477,725115
sh,a,modal,11,female,G2,p>f,2,1,1813,725115
sh,a,modal,4,female,G1,p<f,-5,0,1536,725115
sh,a,creaky,3,female,G3,p<f,-6,0,1890,725115
sh,a,creaky,7,female,G3,p<f,-2,0,2160,725115
z,ao,modal,13,female,G2,p>f,4,1,1414,725115
z,ao,modal,5,female,G1,p<f,-4,0,1702,725115
z,ao,creaky,15,female,G4,p>f,6,1,1758,725115
z,ao,creaky,8,female,G3,p<f,-1,0,1474,725115
zh,ao,modal,10,female,G2,p>f,1,0,1836,725115
zh,ao,modal,3,female,G1,p<f,-6,0,1596,725115
zh,ao,modal,6,female,G1,p<f,-3,0,1437,725115
zh,ao,creaky,4,female,G3,p<f,-5,0,861,725115
b,ao,modal,4,male,G2,p>f,5,1,1043,725115
b,ao,creaky,-3,male,G3,p<f,-2,0,1116,725115
b,ao,creaky,1,male,G4,p>f,2,0,1433,725115
b,ao,creaky,5,male,G4,p>f,6,1,1186,725115
d,ao,modal,-3,male,G1,p<f,-2,0,1548,725115
d,ao,modal,-6,male,G1,p<f,-5,0,1526,725115
d,ao,modal,-7,male,G1,p<f,-6,0,1107,725115
d,ao,creaky,2,male,G4,p>f,3,0,1720,725115
f,a,modal,-2,male,G1,p<f,-1,0,1543,725115
f,a,modal,5,male,G2,p>f,6,1,1181,725115
f,a,creaky,-6,male,G3,p<f,-5,0,1643,725115
f,a,creaky,3,male,G4,p>f,4,1,1323,725115
sh,a,modal,-5,male,G1,p<f,-4,0,1196,725115
sh,a,modal,3,male,G2,p>f,4,1,1150,725115
sh,a,creaky,-4,male,G3,p<f,-3,0,1259,725115
sh,a,creaky,0,male,G4,p>f,1,0,1315,725115
z,ao,modal,0,male,G2,p>f,1,0,1186,725115
z,ao,modal,1,male,G2,p>f,2,1,1393,725115
z,ao,creaky,-2,male,G3,p<f,-1,0,1406,725115
z,ao,creaky,-7,male,G3,p<f,-6,0,1389,725115
zh,ao,modal,-4,male,G1,p<f,-3,0,1126,725115
zh,ao,modal,2,male,G2,p>f,3,1,1635,725115
zh,ao,creaky,-5,male,G3,p<f,-4,0,1354,725115
zh,ao,creaky,4,male,G4,p>f,5,1,1353,725115
b,ao,modal,11,female,G2,p>f,2,0,1534,725115
b,ao,modal,13,female,G2,p>f,4,1,955,725115
b,ao,modal,8,female,G1,p<f,-1,0,1186,725115
b,ao,creaky,7,female,G3,p<f,-2,0,1214,725115
d,ao,modal,4,female,G1,p<f,-5,0,2772,725115
d,ao,creaky,10,female,G4,p>f,1,0,1196,725115
d,ao,creaky,5,female,G3,p<f,-4,0,1116,725115
d,ao,creaky,6,female,G3,p<f,-3,0,1433,725115
f,a,modal,12,female,G2,p>f,3,0,1962,725115
f,a,modal,6,female,G1,p<f,-3,0,1565,725115
f,a,creaky,11,female,G4,p>f,2,1,1538,725115
f,a,creaky,3,female,G3,p<f,-6,0,1437,725115
sh,a,modal,10,female,G2,p>f,1,0,2490,725115
sh,a,modal,15,female,G2,p>f,6,1,1772,725115
sh,a,creaky,12,female,G4,p>f,3,1,1622,725115
sh,a,creaky,13,female,G4,p>f,4,1,1804,725115
z,ao,modal,14,female,G2,p>f,5,1,1180,725115
